"id","masters","ln_salary","salary","te_masters","p_masters","female","black","hispanic","asian","age_ba","firstgen","parent_income_q","parent_grad","ugpa","stem_major","bus_major","ed_major","selective_inst","public_ug","state_unemp","metro","ga_funding_adj","state"
5189,1,10.2795766728402,29131.5387713303,0.0485292777500114,0.289314270185076,0,1,0,0,23,0,2,0,2.62654569822034,0,0,0,0,0,5.76169672169671,1,21.6995801350658,1
5708,0,11.1477744157132,69409.1800908585,0.112327960958763,0.357109837688163,0,0,0,1,24,0,5,0,2.54002883017106,1,0,0,0,0,8.30659299320244,0,31.1673222534964,1
3480,0,10.8639215848603,52256.6056030035,0.0676659533128216,0.467865870598906,1,0,0,0,23,0,5,1,2.77568220717993,0,1,0,0,1,7.04337923341862,1,17.5066091010566,1
7003,0,10.7331550313635,45851.1258000001,0.237693243671897,0.10303230071527,1,1,0,0,22,0,4,1,2.71957329943999,0,1,0,0,0,5.77554935267297,1,15.1545606493189,1
6083,1,10.6597183876364,42604.6374915451,0.103652688340399,0.673854170460301,0,0,0,0,23,0,4,1,3.10584725328932,1,0,0,0,1,7.49015963481481,0,25.910022768869,1
3377,0,10.7965840440473,48853.6339194113,0.214756286554866,0.616659247187666,0,0,0,0,22,0,4,0,2.99004064519673,0,0,0,1,0,6.83750496563316,1,22.044502765591,1
7263,0,10.664388233392,42804.0598505262,0.055042204247971,0.260798743455093,1,0,0,0,24,0,3,0,2.50685291756941,0,0,0,0,1,7.83151434900704,1,23.2655281119261,1
3121,1,11.1659007148442,70678.7834953258,0.257247851791713,0.640671229602848,1,0,0,0,24,0,4,0,2.77147432909077,0,0,0,0,1,6.39297117486832,1,23.3205549510931,1
6721,0,10.6317315834578,41428.8005520115,0.125922179696611,0.422190300852094,1,0,0,0,25,1,3,0,2.96559340720814,0,0,0,0,1,5.35240029934867,0,17.2953389671425,1
3090,0,10.1127013782863,24654.1711036633,0.23213228757247,0.0458839943371968,0,0,0,0,24,1,2,0,2.84236352937675,0,1,0,0,0,4.30786917636765,0,17.456966695943,1
2240,0,11.1897336533689,72383.5001100846,0.0730877826666508,0.364351678862405,1,0,0,0,22,0,3,1,3.03584972693935,0,0,0,0,1,5.76762673386776,0,21.9359650875735,1
6453,1,11.246221822886,76590.0018368128,0.139730127008256,0.111651979216441,0,0,0,0,23,1,4,0,2.53084629111651,0,0,0,1,0,8.52011833696741,1,22.2304396251231,1
178,0,10.8347716491358,50755.316454211,0.123084697517819,0.429038202643087,1,0,0,0,24,1,3,0,3.16601556764438,0,0,0,1,1,5.29740846693133,1,23.5045153311443,1
6384,1,11.2919963516824,80177.3513364108,0.216267960875827,0.569969205044074,1,0,0,0,23,1,1,1,2.86153643459484,0,0,0,0,1,5.82170797226936,1,24.1013906356954,1
3246,1,10.3240395222564,30456.0372840787,0.268245083803711,0.816884718022824,1,0,0,1,24,1,3,0,2.9801334461027,0,0,1,1,0,7.88540508371886,1,25.3763701763831,1
6070,1,10.9180009580035,55160.4206570754,0.0977815113359127,0.470693949128398,1,0,1,0,24,1,5,0,2.72917980407807,0,0,0,1,1,5.99746143078059,1,23.9584669729783,1
4154,1,11.3701561649767,86695.4052131933,0.186154978853554,0.874195874037792,1,0,0,0,24,0,2,0,2.96177507949062,1,0,0,1,0,7.67871824408766,1,32.4257164158964,1
689,0,11.2695967452418,78401.3750620737,0.355105269080769,0.380867154899051,0,0,0,0,24,1,2,1,2.83340256360489,1,0,0,0,1,8.32531663959382,1,24.9434212057431,1
4469,0,10.6462998546523,42036.7642914949,0.0505056963426875,0.121089884051843,1,0,0,1,23,0,2,0,2.86399805513339,0,0,0,0,0,6.82331177919729,1,18.0971687926972,1
2753,0,10.4032325052472,32966.0164485828,0.222814669176374,0.147663843124255,1,0,0,0,24,1,3,0,2.37321042398206,0,0,0,0,0,5.88193080226187,0,23.2143297086914,1
3863,1,11.30357929519,81111.4403743553,0.362536017096973,0.382286099188577,1,0,0,0,22,1,2,1,2.99574148305708,0,1,0,1,0,7.78836461107651,1,18.3842535218222,1
1876,0,10.8653155925908,52329.5025128078,0.0548306065118953,0.54210138376288,1,0,0,0,24,0,3,0,2.68117643612279,1,0,0,0,0,6.96987311643904,1,27.4621975406723,1
6424,1,10.138301567927,25293.4707409064,0.165168218267971,0.556128997244259,0,0,1,0,22,0,3,0,3.00618027302994,0,0,0,0,1,4.77707404536959,0,25.5964077236298,1
6302,1,11.0170208061415,60901.97029568,0.152435635400964,0.388301621944345,1,0,0,0,24,1,2,1,2.70348275265009,0,0,0,1,1,7.00165475038877,1,21.4626360046916,1
3795,0,9.92059521405237,20345.0967125592,0.12100756407158,0.0632382304390009,0,0,0,0,24,1,3,1,2.6196322491281,0,1,0,0,0,7.70308061485466,1,19.7179583757289,1
840,0,10.2421258151361,28060.7144582138,0.266320147780254,0.486264747990703,0,0,0,0,25,1,4,1,2.40801295278635,0,0,1,0,1,5.51063607410726,0,24.6028344876871,1
3970,0,10.7341698527936,45897.680123221,0.174760009612835,0.63996182497868,1,0,0,0,22,0,3,1,2.99130417719907,1,0,0,0,0,5.734844953003,1,26.7651051104272,1
4932,1,11.0850799002343,65191.208524003,0.306323502251268,0.884893971263651,1,0,0,0,22,0,4,0,2.83187637406564,0,0,0,0,1,5.32083265791541,1,23.4871380725473,1
117,1,10.8137215953429,49698.0807849888,0.315612313290214,0.533289543578443,1,0,0,0,23,0,2,0,2.57954260869211,0,0,0,0,1,7.7617171155723,0,24.3891791683104,1
3034,0,10.4078059611112,33117.1303628357,0.187017646506779,0.381597618042796,0,0,0,0,26,0,3,0,2.34067779020613,0,0,1,1,1,6.26841355293582,1,25.6215892408051,1
5126,0,10.2891790577167,29412.6183761715,0.18207834167347,0.401531730599428,1,0,0,1,25,0,2,0,2.86083258957724,0,0,0,0,0,4.80223016181725,0,19.9147785945357,1
1861,0,10.7763215331431,47873.6981365575,-0.0715069139279916,0.0837504085818773,0,0,0,0,25,1,3,1,2.8123963027951,0,0,0,0,0,6.35024529889751,1,22.2033022512739,1
2481,0,10.4204000039042,33536.8463326709,-0.0408621981912617,0.273534338218227,0,0,0,0,24,1,3,0,2.65024942533202,1,0,0,0,1,6.84618302368337,1,28.5183597103055,1
5516,0,10.4135704803052,33308.5859911153,-0.00413163637094049,0.242231398507407,1,0,0,0,25,0,2,0,2.73151378979625,0,0,0,0,0,6.16939267077303,1,23.8567517147465,1
4643,1,10.4405250422411,34218.6139399535,0.143884735961094,0.172548180932066,0,1,0,0,27,1,5,0,2.65366274358249,0,0,0,1,0,4.30819408999697,0,23.7159393034167,1
5631,0,10.6919968435443,44002.2850076629,0.329157840202751,0.616706309430642,1,0,0,0,25,1,5,0,2.55545695239674,0,0,0,1,1,4.67919358561307,1,20.4419506441786,1
4864,1,11.0302299754264,61711.7713561298,0.280242440186742,0.606043994588681,0,0,0,0,25,0,4,0,2.93716850372631,1,0,0,0,1,7.24623002238549,1,23.6804859146771,1
5226,1,10.6477275906413,42096.8245576332,0.147965814753855,0.394655382664513,1,0,0,0,25,1,4,1,2.73243168438109,0,1,0,0,1,8.2372202566656,1,20.3374963382956,1
1823,0,10.5181990340962,36982.4603299954,0.2042944021421,0.261651856351436,1,0,0,0,24,0,1,0,2.34321192623134,0,0,0,1,1,7.94186270967015,0,21.3129155667889,1
5274,0,10.5786954584804,39288.8270510173,0.129070589560183,0.375745653127171,1,0,1,0,23,0,4,0,2.80160066987115,0,0,0,0,0,5.97835516657798,0,21.8740308182077,1
87,0,9.88663021509481,19665.6790486751,-0.0336162426204437,0.141371406489132,0,0,0,1,24,0,4,0,2.39143160118079,0,0,0,1,1,7.11468853102313,0,20.9186137798788,1
5674,1,10.7751199553439,47816.2087096341,0.0612862314161483,0.389884703917934,1,0,0,0,26,0,5,0,2.79485274108178,0,0,0,1,0,9.3543582482523,0,19.8622387236585,1
5351,1,11.0327270574673,61866.0632717114,0.250092094804899,0.793624497791378,1,0,0,1,24,0,4,0,2.47625672179205,1,0,0,1,0,7.08504505800687,1,28.9875011157768,1
2546,0,10.4569196398985,34784.2382704347,0.0786530392924646,0.226724826643018,1,0,0,0,24,0,2,1,2.74578963997555,0,0,0,0,1,6.10794326578074,0,18.8117466895733,1
5115,1,10.4542289543886,34690.7706269562,0.00769000898064204,0.847723777599526,1,0,0,0,25,0,5,0,2.85054137926781,1,0,0,0,1,5.06647076316553,0,29.7867001784954,1
7608,0,10.7479258743492,46533.4121472261,0.227931812858253,0.595997454604309,0,0,0,0,22,0,2,0,2.9047908225226,0,0,0,1,1,6.18360801922989,1,21.6734237750378,1
200,0,11.1167183699389,67286.7334025713,0.337539185308878,0.533249560009794,1,0,0,0,24,1,3,0,3.05619172206169,1,0,0,0,0,9.53632049052749,1,26.5816956471832,1
4571,1,10.518327943697,36987.2280314885,0.149385119598435,0.959675072809771,1,0,0,1,25,0,4,0,2.50289186203529,0,0,1,1,0,7.09913486820475,1,28.9667038657798,1
7216,1,10.3752518569858,32056.3912352822,0.183871540542289,0.773685280307529,1,0,1,0,24,1,3,1,3.07606504128324,0,0,0,1,1,6.02508009622086,1,25.5900608250261,1
3413,0,10.3710098671584,31920.6963613786,0.136983357285919,0.0417318669452603,1,0,0,0,22,1,2,1,2.64232875205546,0,0,0,0,0,6.72219098739575,0,21.7972456348375,1
7273,0,10.2807308407768,29165.1808699071,0.124807326039552,0.174907117496447,1,0,0,0,23,1,3,1,3.00853663004822,0,0,0,0,0,9.14278922535734,1,22.2340368612399,1
2076,0,10.2916702220193,29485.9813828271,0.107583418656981,0.39410016668183,0,0,1,0,23,0,3,0,2.56229184992377,0,0,0,0,1,6.22046767258922,1,24.5925069788508,1
7357,0,10.3689210397631,31854.089126069,0.225390733320258,0.56729891475626,0,0,0,0,22,1,4,1,2.3496925104466,0,0,1,0,0,5.47250582981583,1,23.3748807931241,1
3890,0,11.0808186439201,64914.0031161602,0.28140698929374,0.541954378745693,0,1,0,0,24,1,4,0,2.60769255423325,0,0,0,0,1,4.70458983307026,1,24.0935288057025,1
3423,0,11.2286335539089,75254.6935865316,0.114159300791283,0.171994758286941,1,0,0,1,25,1,3,0,2.90629898279759,0,1,0,0,1,7.59533456680751,1,22.971506505871,1
1964,0,10.3898167075836,32526.704491359,0.185092518869352,0.234126539572573,1,0,0,1,22,0,2,0,2.92360970601545,0,1,0,0,1,6.21933948861793,0,20.4930566612699,1
670,1,10.8320933337463,50619.5595900549,0.127918293543854,0.492015067423631,1,0,0,0,23,1,3,0,2.45704704853655,0,0,0,0,1,4.31464979651281,1,21.1474740914129,1
3274,1,11.1073498524069,66659.3001100156,0.20608503321931,0.472863831704196,1,0,0,0,22,1,4,1,2.91912472674517,0,1,0,1,0,6.52214573159368,1,22.1810684315266,1
2118,1,10.7517075175338,46709.7180610473,0.228784134841403,0.300767896176768,1,0,0,0,22,1,3,0,2.88160914510008,1,0,0,0,1,5.48537480530001,0,28.7651149655762,1
2684,1,10.5140049893719,36827.679044059,0.143823216593892,0.243880984512648,0,0,1,0,24,0,4,0,2.90304791843111,0,1,0,0,1,8.28298572323967,1,18.8931095764222,1
7299,1,10.6713152311044,43101.59279047,0.386718785041122,0.839800417356594,1,0,0,0,23,0,2,0,2.44681512197728,1,0,0,0,1,5.62262192018218,1,27.9682104509316,1
1643,1,10.6524364556199,42295.5202689935,0.178719983549179,0.579293670205873,1,0,0,0,23,0,1,0,2.72874605687986,0,0,0,1,1,4.38630293390992,1,19.8260191458703,1
7878,1,10.8445006685391,51251.5258140601,0.216534891872467,0.696853496462378,1,0,0,0,23,1,3,0,2.8089679857008,1,0,0,1,1,5.27729041798607,1,30.7059995104316,1
1256,0,10.4936362525427,36085.1337686546,0.157549552162522,0.0616813289796027,1,1,0,0,23,1,3,0,2.60617990452602,0,1,0,0,1,8.6292161506141,0,18.7707204202198,1
6184,1,11.1854261694345,72072.3798999508,0.300830677783821,0.702732385410913,1,0,0,0,22,1,3,1,2.88123132046325,0,0,0,1,0,5.83124044363844,1,19.664061293052,1
3244,0,10.977080391329,58517.4565534015,0.0742993697993899,0.438627158280826,0,0,0,0,24,0,4,0,2.65004174879904,1,0,0,0,1,6.73711228840764,1,30.01736888816,1
4375,0,10.5122128658557,36761.7383989345,0.125811614344483,0.341297852889857,0,0,0,0,25,1,3,0,2.41997935016915,0,0,0,1,1,6.340282723157,1,26.116822671744,1
4566,1,11.5614960834175,104976.950229501,0.289734314760288,0.68091803195982,1,0,0,0,25,0,3,1,2.80250686441796,1,0,0,0,1,5.97591013072966,1,28.4272582383268,1
679,0,10.1852959148988,26510.4935045667,0.173869731342632,0.142070697585434,1,0,0,0,24,0,2,0,2.31451794715241,0,0,0,0,1,9.67519352912463,1,19.745835691952,1
965,0,10.7194364590544,45226.4087260097,0.16930618602279,0.298739217595941,1,0,0,0,24,0,4,0,2.87781491359492,1,0,0,1,0,7.01048572093708,0,28.1451211963875,1
3218,0,10.6806896710483,43507.5459021762,0.251321592946245,0.493910334874631,1,1,0,0,24,0,4,0,2.82702199685441,0,1,0,0,1,6.70853001856898,1,19.0268481640525,1
6701,0,10.8867385362575,53462.6488249603,0.140620785110734,0.597489610645912,0,0,1,0,26,0,3,0,2.76459659295008,1,0,0,0,1,4.23539739407564,1,28.9766518376196,1
6691,0,11.6748828190592,117581.009675899,0.137272448679251,0.643224439230102,1,0,0,0,27,1,3,1,2.95900944215735,0,0,0,1,1,7.19495088944052,1,22.1709670258462,1
1147,1,10.6318759425404,41434.7816073494,0.0682498298734136,0.573649451255988,1,0,0,0,23,0,3,1,2.89654774810388,1,0,0,1,0,6.84882890671139,1,26.4171620285509,1
4168,0,10.6080108886641,40457.644404123,0.257063267302422,0.607442628836466,1,0,0,0,23,0,2,0,2.87417421686526,0,0,0,1,1,6.35662965578312,1,22.6611146128809,1
7851,0,10.5367390525358,37674.5113222934,0.290505104185187,0.573475014268643,1,0,0,0,22,0,4,1,2.65519912729825,0,1,0,0,0,6.42428369832595,1,19.6868263956666,1
783,1,11.0799810784117,64859.6561488885,0.348710529376112,0.619183954299706,0,0,0,0,23,0,4,0,2.63313250810675,1,0,0,0,1,7.56036069870874,1,27.9459603823792,1
1012,0,10.6646661717394,42815.9583936379,0.163964078039619,0.325903111223179,1,0,0,0,23,1,4,1,2.94749168778523,0,0,0,1,1,7.83931680194907,1,23.0879928205925,1
1528,1,10.6945013949396,44112.6291155377,0.202049303713959,0.401054234136729,0,1,0,0,24,0,3,0,2.44244334189091,0,0,0,0,0,7.43203420035852,1,22.2764911052486,1
5451,1,11.3480812684033,84802.5819129581,0.219346863037352,0.611873173358755,1,0,0,0,23,1,3,1,2.61485823295987,1,0,0,1,0,6.18428519536246,0,29.5754200633079,1
5590,0,10.7796456718161,48033.1017410093,0.185168157762173,0.0929803793427012,0,0,0,0,22,0,1,0,2.88594033897724,0,1,0,1,0,6.11119955626582,0,20.7672667662565,1
6241,1,10.8053472697139,49283.6306655784,0.0797612227426742,0.119399736133684,0,0,0,0,26,0,4,0,2.7103969359602,1,0,0,0,1,5.67122387004912,1,27.4624695130753,1
4096,1,10.3849570920229,32369.0206637873,0.0971507496498749,0.336849865669335,1,0,0,0,22,0,2,0,2.58457039402644,0,0,0,0,1,5.35772533529472,1,24.8526841182198,1
1903,1,11.3835895647554,87867.876758299,0.20266261068306,0.801964267667376,1,0,0,0,22,0,2,0,2.86384335470219,1,0,0,1,1,4.85126558007282,1,29.0752770896718,1
5788,0,11.06488483051,63887.8723012425,0.235311889361626,0.65134638469022,0,0,1,0,26,0,5,1,2.494239136943,0,0,1,0,0,6.44476088749872,1,25.0727093243203,1
1281,0,10.0688599669524,23596.6484701571,0.151230934447228,0.153393111633653,0,0,0,0,23,0,3,0,2.53592061340661,0,0,0,0,1,8.09905760014778,0,18.5728274119917,1
2498,0,9.68607937997857,16092.0297204854,-0.136237861942085,0.131524316779091,1,0,1,0,22,0,4,0,3.14323489964996,0,0,0,0,0,7.08958320523163,0,21.1937038253623,1
4680,0,10.4293851561553,33839.5378311624,0.0505273778043484,0.324383230468522,0,0,0,0,24,0,3,0,2.64964954513197,1,0,0,0,0,5.49776120952124,1,27.9168708729672,1
5614,0,11.0128347801513,60647.5659083481,0.141348337298868,0.167006933392334,1,0,0,1,23,1,3,0,2.24334857470438,0,0,0,0,1,7.80304473042399,1,17.5494277614647,1
4358,0,10.4856662174965,35798.6770393008,0.0711996964429505,0.177613679377799,1,1,0,0,24,0,3,0,2.81080978846152,0,1,0,0,1,7.93984726535628,1,22.3531148094076,1
4236,0,10.8174145223824,49881.951472882,0.106720826190778,0.0611891178721844,1,0,0,1,23,1,3,0,2.43096616256787,0,1,0,0,1,7.77288796364399,1,21.4124255006098,1
1418,0,10.353300127652,31360.3654460931,0.0938299551567114,0.381092966895607,0,0,0,0,24,1,3,0,2.50734520554166,0,0,0,0,1,5.58670815866576,1,21.8074053013202,1
7572,0,10.9601585420331,57535.5641205248,0.0432478877240172,0.323739718620879,0,0,1,0,24,1,2,0,2.59037808747809,0,0,0,0,0,5.15286693899326,1,19.9716074500305,1
4052,1,11.3815320104381,87687.269697265,0.214910218307753,0.769619077543355,1,0,0,0,23,0,4,0,3.01071134108701,1,0,0,1,1,7.76620014648857,1,31.6470528356083,1
6132,0,10.718772290238,45196.3807285897,0.17141528339445,0.118168414472302,0,1,0,0,25,1,3,0,2.59440444426559,0,1,0,0,1,4.9679391031814,1,22.7875745537093,1
6982,0,11.2191895728234,74547.3350812351,0.205970913946781,0.352065257574216,0,0,0,0,24,0,3,0,2.82667856435292,0,0,0,1,1,5.3129355434881,1,21.4671528828759,1
3943,0,10.630353557688,41371.7499148873,0.216118714191365,0.461153135384842,0,0,0,0,23,0,3,0,2.65546010511719,1,0,0,0,1,7.30086862704655,1,26.0263996792235,1
2885,0,10.7746565989132,47794.0578940945,0.0402178979297866,0.505680144993024,1,0,0,0,27,0,3,0,3.06965119652951,0,0,0,0,1,9.66291149424516,1,21.3559827335229,1
1940,1,10.7741436050687,47769.5461243254,0.132001408403017,0.51537083588498,1,0,0,0,24,1,5,0,2.97083097886216,1,0,0,0,1,4.51799221433839,1,29.0020836051363,1
2847,1,10.0114566446605,22280.2662613884,0.0960743993193447,0.542519477726499,0,0,1,0,22,0,2,0,2.67476476515956,0,0,1,0,1,6.40135717256025,1,25.8918836979415,1
2804,1,11.4443041761819,93368.0208294459,0.250574538092337,0.54875232764729,1,0,0,0,24,0,2,0,3.01442325667235,0,1,0,0,1,7.29269203648064,1,20.8206230287882,1
3437,0,11.0139182976999,60713.314223583,0.0874641920859986,0.213822168255042,0,0,0,0,22,0,2,1,2.77688714469045,0,0,0,1,0,4.92051677563795,1,23.6464252122593,1
889,0,11.1476785556599,69402.5268420513,0.0348531652674482,0.442623188960711,1,0,1,0,23,0,3,0,2.58712952612637,0,0,0,0,0,5.94725715923838,1,20.681452763805,1
3037,0,10.374990998983,32048.030159662,0.0389208772603275,0.396044039575319,0,0,0,0,23,1,3,0,2.8638403903221,0,0,0,1,1,7.4577169775479,1,19.9906880925739,1
7512,0,10.5080061272975,36607.4162006996,0.247928293359776,0.250207445236376,0,1,0,0,22,1,2,0,2.70449420814871,0,1,0,0,1,4.94225168375985,1,18.3467513743048,1
3436,1,10.862641588483,52189.7601272496,0.149812306037263,0.193602191365676,1,1,0,0,24,0,3,0,2.91793518732727,0,0,1,0,1,8.80279932597605,1,21.7143452798094,1
5019,1,10.7912828737451,48595.3377270729,0.257812703745276,0.676418383333456,1,0,0,0,22,0,2,0,2.59634485810644,0,0,0,1,0,6.17266717289056,0,20.8556739329571,1
4784,0,10.180023827252,26371.0956410078,0.132582548150931,0.275881096805578,1,0,0,0,23,1,4,0,2.74816156441304,0,0,0,0,1,6.23876060549564,0,24.1795598571764,1
6993,0,10.8537031167265,51725.342116112,0.23126561453715,0.45678598362418,0,0,0,0,22,0,1,0,2.72250500297713,0,0,0,1,1,6.37388910428505,1,24.4724062194995,1
4812,0,9.76732272647043,17453.9755425503,-0.0646112283015683,0.0664340515459241,0,0,0,0,26,1,4,0,2.92566802088367,0,0,0,0,0,4.20428688008727,0,22.7632177837362,1
182,1,10.0056013876296,22150.190760084,0.0746010419617735,0.278053545257149,1,0,0,0,26,0,3,0,2.79877183231337,0,0,0,0,1,6.26757452264347,1,21.992217242835,1
5843,1,10.2471409595828,28201.7964721348,-0.0612414909038081,0.12770331013926,1,0,0,0,25,0,3,1,2.645699247614,0,0,0,0,1,8.07205095764331,0,19.2494941253897,1
4068,0,10.4467800794376,34433.3234508974,0.125789506408943,0.131598365801377,0,0,1,0,22,1,4,0,2.70512435468402,0,0,0,0,1,6.93091985418111,1,22.5142050823438,1
6899,0,11.0034439473754,60080.7005932013,0.180299292933603,0.475085799636312,1,0,1,0,25,0,3,1,2.7334162229658,1,0,0,1,1,6.44685029992845,1,26.7871503053723,1
6139,0,10.4741557386518,35388.9795551151,0.0736970048854231,0.631076387039835,1,0,0,0,22,0,4,0,2.92843957211819,0,0,0,1,0,4.77451853460678,1,24.9811777482996,1
4801,0,11.2558558895888,77331.4408248765,0.190056940447585,0.411232051760526,0,0,0,0,22,0,2,0,2.57616804052407,1,0,0,0,1,6.27990003111504,1,27.9158989619265,1
5811,1,11.2764374342154,78939.5330711662,0.20536571267045,0.394152421826613,0,0,0,0,23,0,3,0,2.48967931077486,1,0,0,1,0,6.84184115986356,0,27.7870243843556,1
6478,0,10.2340058167846,27833.7840870673,0.101778021929152,0.506694436045044,1,0,0,0,22,0,4,0,3.06700018713197,0,0,0,1,1,6.94158317652646,0,25.4794320809832,1
6417,0,10.7339095238108,45885.7331819752,0.211243949080144,0.303833533918598,1,0,0,0,22,1,1,0,2.87494016796816,1,0,0,0,1,7.6854825001445,0,28.3331774123072,1
6719,1,10.9842284226535,58937.2396900048,0.209086011103512,0.644177816183541,0,1,0,0,24,0,4,0,3.08153483937228,0,0,0,1,0,6.12216926616061,1,24.5920710347877,1
